1.000000000000000000e+00,1.600000000000000000e+03,1.250000000000000000e+03,2.550000000000000000e+03,2.250000000000000000e+03
2.000000000000000000e+00,2.400000000000000000e+03,6.250000000000000000e+02,3.825000000000000000e+03,1.125000000000000000e+03
3.000000000000000000e+00,8.000000000000000000e+02,1.875000000000000000e+03,1.275000000000000000e+03,3.375000000000000000e+03
4.000000000000000000e+00,1.200000000000000000e+03,9.375000000000000000e+02,3.187500000000000000e+03,5.625000000000000000e+02
5.000000000000000000e+00,2.800000000000000000e+03,2.187500000000000000e+03,6.375000000000000000e+02,2.812500000000000000e+03
6.000000000000000000e+00,2.000000000000000000e+03,3.125000000000000000e+02,1.912500000000000000e+03,1.687500000000000000e+03
7.000000000000000000e+00,4.000000000000000000e+02,1.562500000000000000e+03,4.462500000000000000e+03,3.937500000000000000e+03
8.000000000000000000e+00,6.000000000000000000e+02,7.812500000000000000e+02,1.593750000000000000e+03,3.093750000000000000e+03
9.000000000000000000e+00,2.200000000000000000e+03,2.031250000000000000e+03,4.143750000000000000e+03,8.437500000000000000e+02
1.000000000000000000e+01,3.000000000000000000e+03,1.562500000000000000e+02,2.868750000000000000e+03,4.218750000000000000e+03
1.100000000000000000e+01,1.400000000000000000e+03,1.406250000000000000e+03,3.187500000000000000e+02,1.968750000000000000e+03
1.200000000000000000e+01,1.000000000000000000e+03,4.687500000000000000e+02,4.781250000000000000e+03,2.531250000000000000e+03
1.300000000000000000e+01,2.600000000000000000e+03,1.718750000000000000e+03,2.231250000000000000e+03,2.812500000000000000e+02
1.400000000000000000e+01,1.800000000000000000e+03,1.093750000000000000e+03,9.562500000000000000e+02,3.656250000000000000e+03
1.500000000000000000e+01,2.000000000000000000e+02,2.343750000000000000e+03,3.506250000000000000e+03,1.406250000000000000e+03
1.600000000000000000e+01,3.000000000000000000e+02,1.171875000000000000e+03,4.303125000000000000e+03,1.828125000000000000e+03
1.700000000000000000e+01,1.900000000000000000e+03,2.421875000000000000e+03,1.753125000000000000e+03,4.078125000000000000e+03
1.800000000000000000e+01,2.700000000000000000e+03,5.468750000000000000e+02,4.781250000000000000e+02,7.031250000000000000e+02
1.900000000000000000e+01,1.100000000000000000e+03,1.796875000000000000e+03,3.028125000000000000e+03,2.953125000000000000e+03
2.000000000000000000e+01,1.500000000000000000e+03,2.343750000000000000e+02,2.390625000000000000e+03,1.265625000000000000e+03
2.100000000000000000e+01,3.100000000000000000e+03,1.484375000000000000e+03,4.940625000000000000e+03,3.515625000000000000e+03
2.200000000000000000e+01,2.300000000000000000e+03,8.593750000000000000e+02,3.665625000000000000e+03,1.406250000000000000e+02
2.300000000000000000e+01,7.000000000000000000e+02,2.109375000000000000e+03,1.115625000000000000e+03,2.390625000000000000e+03
2.400000000000000000e+01,5.000000000000000000e+02,3.906250000000000000e+02,2.709375000000000000e+03,3.796875000000000000e+03
2.500000000000000000e+01,2.100000000000000000e+03,1.640625000000000000e+03,1.593750000000000000e+02,1.546875000000000000e+03
2.600000000000000000e+01,2.900000000000000000e+03,1.015625000000000000e+03,1.434375000000000000e+03,2.671875000000000000e+03
2.700000000000000000e+01,1.300000000000000000e+03,2.265625000000000000e+03,3.984375000000000000e+03,4.218750000000000000e+02
2.800000000000000000e+01,9.000000000000000000e+02,7.031250000000000000e+02,7.968750000000000000e+02,4.359375000000000000e+03
2.900000000000000000e+01,2.500000000000000000e+03,1.953125000000000000e+03,3.346875000000000000e+03,2.109375000000000000e+03
3.000000000000000000e+01,1.700000000000000000e+03,7.812500000000000000e+01,4.621875000000000000e+03,3.234375000000000000e+03
3.100000000000000000e+01,1.000000000000000000e+02,1.328125000000000000e+03,2.071875000000000000e+03,9.843750000000000000e+02
3.200000000000000000e+01,1.500000000000000000e+02,6.640625000000000000e+02,3.107812500000000000e+03,2.601562500000000000e+03
3.300000000000000000e+01,1.750000000000000000e+03,1.914062500000000000e+03,5.578125000000000000e+02,3.515625000000000000e+02
3.400000000000000000e+01,2.550000000000000000e+03,3.906250000000000000e+01,1.832812500000000000e+03,3.726562500000000000e+03
3.500000000000000000e+01,9.500000000000000000e+02,1.289062500000000000e+03,4.382812500000000000e+03,1.476562500000000000e+03
3.600000000000000000e+01,1.350000000000000000e+03,3.515625000000000000e+02,1.195312500000000000e+03,3.164062500000000000e+03
